athlete_id,name,dob,height_in,reach_in,stance
3026133,Diego Ferreira,1985-01-18,69.0,74.0,Orthodox
3026139,Collin Hart,1989-10-12,74.0,76.0,Orthodox
3026147,Gilbert Smith,1981-10-19,69.0,75.0,Southpaw
3026165,Luke Barnatt,1988-04-13,78.0,77.5,Orthodox
3026263,Nikita Krylov,1992-03-07,75.0,77.5,Orthodox
3026267,Nicolas Dalby,1984-11-16,71.0,74.5,Orthodox
3026393,Darrell Horcher,1987-07-28,70.0,70.0,Southpaw
3026394,Anthony Rocco Martin,1989-12-11,72.0,73.0,Orthodox
3027511,Russell Doane,1986-08-13,67.0,70.5,Orthodox
3027534,Chris Wade,1987-09-30,70.0,70.0,Orthodox
3027545,Brandon Moreno,1993-12-07,67.0,70.0,Orthodox
3027601,Frankie Saenz,1980-08-12,66.0,66.0,Orthodox
3027997,Seo Hee Ham,1987-03-08,62.0,62.0,Southpaw
3027998,Mizuki,1994-08-19,63.0,65.0,Orthodox
3028064,Joanne Wood,1985-12-23,66.0,65.5,Orthodox
3028070,Jim Alers,1986-10-14,69.0,71.0,Orthodox
3028404,Holly Holm,1981-10-17,68.0,69.0,Southpaw
3028440,Pearl Gonzalez,1986-08-12,64.0,68.0,Orthodox
3028441,Justine Kish,1988-04-13,65.0,64.5,Orthodox
3028694,Josh Appelt,1983-06-19,70.0,,Southpaw
3028712,Michel Prazeres,1981-07-25,66.0,67.5,Orthodox
3028863,Renato Moicano,1989-05-21,71.0,72.0,Orthodox
3030256,Ricky Glenn,1989-04-12,72.0,70.5,Southpaw
3031286,Roman Salazar,1988-02-21,67.0,68.0,Orthodox
3031339,Joao Zeferino,1986-01-15,69.0,69.0,Orthodox
3031559,Aljamain Sterling,1989-07-31,67.0,71.0,Orthodox
3031587,Randa Markos,1985-08-10,64.0,63.0,Orthodox
3031743,Wendell Oliveira,1983-06-01,71.0,72.0,Orthodox
3032024,Felipe Olivieri,1985-04-12,69.0,72.0,Orthodox
3032218,Gabriel Benitez,1988-06-15,68.0,71.0,Southpaw
3032971,Emily Kagan,1981-07-14,63.0,66.0,--
3032972,Tecia Pennington,1989-08-16,61.0,60.5,Orthodox
3032973,Rose Namajunas,1992-06-29,65.0,65.0,Orthodox
3034798,Alex Chambers,1978-10-25,63.0,63.0,Southpaw
3034801,Elizabeth Phillips,1986-08-20,66.0,65.0,Orthodox
3034802,Jessamyn Duke,1986-06-24,71.0,73.0,Orthodox
3034823,Paige VanZant,1994-03-26,64.0,65.0,Orthodox
3037050,Leandro Silva,1985-11-11,69.0,72.0,Orthodox
3037761,William Macario,1991-07-01,71.0,75.0,Orthodox
3038389,Cody East,1988-06-29,75.0,77.0,Orthodox
3039004,Anthony Christodoulou,1987-07-30,69.0,72.0,Orthodox
3039196,Juan Espino,1980-10-09,75.0,80.0,Orthodox
3039211,Erick Montano,1985-11-19,72.0,73.0,Orthodox
3039664,Anton Berzin,1989-09-29,74.0,,Orthodox
3039667,Desmond Green,1989-10-11,70.0,73.0,Southpaw
3039672,Mark Striegl,1988-06-23,68.0,70.0,Southpaw
3039886,Elizeu Zaleski dos Santos,1986-12-11,71.0,73.0,Orthodox
3039935,Alton Meeks,1994-04-05,75.0,75.5,Orthodox
3040384,Lewis Gonzalez,1987-09-19,70.0,73.0,Orthodox
3040385,Max Griffin,1985-11-29,71.0,76.0,Orthodox
3040875,Justin Frazier,1989-06-15,72.0,69.0,Southpaw
3040876,Jared Rosholt,1986-08-04,74.0,75.5,Orthodox
3041138,Steven Peterson,1990-05-29,70.0,70.0,Orthodox
3041157,Domingo Pilarte,1990-01-05,72.0,74.0,Southpaw
3041315,Ante Delija,1990-08-07,75.0,79.0,Orthodox
3041444,Jodie Esquibel,1986-05-07,61.0,64.0,Orthodox
3041458,Juliana Lima,1982-03-15,65.0,65.5,Orthodox
3041602,Brianna Fortino,1993-08-04,60.0,62.0,Southpaw
3041848,Sarah Moras,1988-04-30,67.0,67.0,Orthodox
3041905,Nick Hein,1984-04-24,66.0,66.5,Southpaw
3042167,Daniel Omielanczuk,1982-08-31,72.0,74.0,Southpaw
3043484,Santiago Ponzinibbio,1986-09-26,72.0,73.0,Orthodox
3044563,Ricky Rainey,1983-06-29,73.0,77.0,Switch
3044633,Ali Bagautinov,1985-06-12,64.0,66.0,Orthodox
3045734,Pedro Munhoz,1986-09-07,66.0,65.0,Orthodox
3045737,Brian Ortega,1991-02-21,68.0,69.0,Switch
3045738,Alan Jouban,1981-11-25,72.0,73.5,Southpaw
3045798,Thiago Santos,1984-01-07,74.0,78.0,Orthodox
3045887,Vicente Luque,1991-11-27,71.0,75.5,Orthodox
3046022,Ashlee Evans-Smith,1987-07-09,68.0,67.0,Orthodox
3046481,Piotr Hallmann,1987-08-25,69.0,71.5,Orthodox
3049967,Martin Svensson,1985-04-25,73.0,72.5,--
3052685,Brian Houston,1981-04-26,73.0,78.0,Orthodox
3053487,Elias Silverio,1986-09-22,69.0,73.0,Orthodox
3054275,Diego Henrique da Silva,1986-08-22,74.0,,Orthodox
3056121,Ivan Jorge,1980-11-11,69.0,73.0,Orthodox
3058475,Anthony Hamilton,1980-04-14,77.0,76.0,Orthodox
3060122,Alan Patrick,1983-07-19,71.0,74.0,Southpaw
3060123,Garett Whiteley,,72.0,72.0,Orthodox
3068125,Mateusz Gamrot,1990-12-11,70.0,70.5,Southpaw
3070416,Omari Akhmedov,1987-10-12,72.0,71.0,Orthodox
3070982,Peggy Morgan,1979-12-16,73.0,,--
3070984,Davey Grant,1985-12-18,68.0,69.0,Orthodox
3070986,Chris Holdsworth,1987-10-24,71.0,71.0,--
3071362,Thomas Almeida,1991-07-31,67.0,70.0,Southpaw
3073380,DeAnna Bennett,1984-11-28,64.0,66.0,Orthodox
3074102,Jack Hermansson,1988-06-10,73.0,77.5,Orthodox
3074140,Tateki Matsuda,1986-02-27,67.0,67.5,Orthodox
3074429,Tiago Trator,1987-03-12,69.0,70.5,Orthodox
3074464,Andre Fili,1990-06-25,71.0,74.0,Orthodox
3074465,Krzysztof Jotko,1989-08-19,73.0,77.0,Southpaw
3074493,Alexandra Albu,1990-07-14,62.0,63.0,Orthodox
3074494,Alex Garcia,1987-07-14,69.0,72.0,Orthodox
3074495,Andreas Stahl,1988-05-20,71.0,73.0,Orthodox
3074719,Adrian Diaz,1988-04-26,70.0,,Southpaw
3074813,Luis Saldana,1991-01-27,71.0,73.0,Orthodox
3074863,Mickael Lebout,1987-08-16,71.0,73.0,Orthodox
3074969,Patrick Williams,1981-09-07,68.0,73.0,Orthodox
3075001,Lauren Murphy,1983-07-27,65.0,67.0,Orthodox
3075570,Raoni Barcelos,1987-05-01,67.0,67.0,Orthodox
3075571,Scott Askham,1990-01-01,75.0,75.0,Southpaw
3075588,Justin Scoggins,1992-05-02,65.0,66.0,Southpaw
3075589,Brett Johns,1992-02-21,67.0,69.0,Orthodox
3077120,Robert Whiteford,1983-04-12,69.0,67.0,Southpaw
3077132,Albert Tumenov,1991-12-26,71.0,75.0,Orthodox
3077134,Buddy Wallace,1989-03-01,71.0,69.0,Orthodox
3077807,Damir Hadzovic,1986-08-08,69.0,70.0,Orthodox
3077809,Bojan Velickovic,1988-12-18,72.0,76.0,Southpaw
3077810,Chris Heatherly,1987-11-24,68.0,,Orthodox
3077822,Abus Magomedov,1990-09-02,74.0,78.0,Orthodox
3077911,Marcel Fortuna,1985-10-22,73.0,74.0,Orthodox
3077954,Kevin Gray,,63.0,67.0,Orthodox
3079252,Kiichi Kunimoto,1981-05-01,70.0,71.5,Orthodox
3081041,Bethe Correia,1983-06-22,65.0,64.0,Orthodox
3082399,Konstantin Erokhin,1983-01-02,71.0,73.0,Orthodox
3082804,Tae Hyun Bang,1983-04-15,69.0,71.0,Switch
3082805,Royston Wee,1986-11-15,67.0,67.0,Orthodox
3082806,Dave Galera,1978-01-12,71.0,,Orthodox
3082807,Mairbek Taisumov,1988-08-08,69.0,73.0,Orthodox
3082808,Will Chope,1990-09-08,76.0,76.0,Switch
3082809,Jon Delos Reyes,1987-08-19,66.0,67.0,Orthodox
3083005,Luiz Dutra Jr.,1982-05-06,71.0,71.5,Orthodox
3083637,Sean Soriano,1989-10-06,69.0,70.0,Orthodox
3083644,Zubaira Tukhugov,1991-01-15,68.0,68.0,Orthodox
3083828,Roger Narvaez,1983-09-09,75.0,79.5,Southpaw
3084125,Rilley Dutro,1987-09-03,68.0,70.0,Orthodox
3084129,Michinori Tanaka,1990-10-04,65.0,67.5,Orthodox
3084287,Takenori Sato,1985-06-08,70.0,71.0,Southpaw
3084459,Kevin Lee,1992-09-04,69.0,77.0,Orthodox
3084914,Kyle Prepolec,1989-08-30,70.0,70.0,Southpaw
3085301,Gasan Umalatov,1982-11-03,71.0,71.0,Orthodox
3085303,Claudio Silva,1982-09-06,71.0,71.0,Southpaw
3085551,Beneil Dariush,1989-05-06,70.0,72.0,Southpaw
3087023,Louis Smolka,1991-07-16,69.0,68.5,Orthodox
3087369,Thomas Gifford,1992-07-26,73.0,75.5,Orthodox
3087451,Matt Dwyer,1989-12-17,76.0,76.5,Orthodox
3087807,Chase Waldon,,74.0,75.0,Orthodox
3088204,Alan Omer,1988-09-14,69.0,71.0,Orthodox
3088232,Alex Morono,1990-08-16,71.0,72.0,Orthodox
3088241,Zak Ottow,1986-12-22,71.0,72.0,Orthodox
3088664,Abdul-Kerim Edilov,1991-11-25,75.0,78.0,Orthodox
3088682,Albert Duraev,1989-01-05,71.0,75.0,Orthodox
3088809,Kazula Vargas,1985-08-15,68.0,71.0,Southpaw
3088810,Colby Covington,1988-02-22,71.0,72.0,Orthodox
3088812,Kamaru Usman,1987-05-11,72.0,76.0,Switch
3088841,Tim Gorman,1983-04-29,64.0,68.5,Southpaw
3089069,Christos Giagos,1990-01-23,70.0,71.5,Orthodox
3089326,Francisco Trevino,1981-12-17,70.0,70.0,Orthodox
3089633,Herbert Burns,1988-02-02,69.0,73.5,Orthodox
3089904,Michel Quinones,1984-12-22,70.0,73.0,Orthodox
3089911,Luke Jumeau,1988-02-12,71.0,72.0,Orthodox
3089915,Jake Matthews,1994-08-19,71.0,73.0,Orthodox
3089918,Brendan O'Reilly,1987-06-24,69.0,69.0,Orthodox
3090197,Gilbert Burns,1986-07-20,70.0,71.0,Orthodox
3090451,Rob Font,1987-06-25,68.0,71.5,Orthodox
3090555,Lipeng Zhang,1990-03-10,71.0,71.0,Southpaw
3090556,Sai Wang,1986-01-16,72.0,72.0,Southpaw
3090558,Jianping Yang,1986-01-07,68.0,,Orthodox
3090893,Douglas Silva de Andrade,1985-06-22,67.0,68.5,Orthodox
3090895,Anderson Dos Santos,1985-07-24,65.0,70.0,Orthodox
3091098,Noad Lahat,1984-06-08,68.0,69.0,Orthodox
3091099,Andre Muniz,1990-02-17,73.0,78.0,Southpaw
3091100,Alberto Mina,1982-05-02,72.0,77.5,Orthodox
3091101,Jumabieke Tuerxun,1986-04-17,66.0,67.0,Orthodox
3091102,Mark Eddiva,1986-02-16,68.0,68.0,Orthodox
3091103,Albert Cheng,,71.0,,Orthodox
3091104,Anying Wang,1991-04-04,72.0,,Orthodox
3091107,Ernest Chavez,1983-06-27,68.0,70.0,Orthodox
3091514,Jack May,1981-04-14,80.0,,Switch
3092342,Frankie Perez,1989-05-11,71.0,73.0,Orthodox
3092778,Ruan Potts,1978-02-23,74.0,75.0,Orthodox
3093026,Dooho Choi,1991-04-10,70.0,70.0,Orthodox
3093507,Dileno Lopes,1984-09-26,65.0,65.5,--
3093513,Ismael Bonfim,1995-12-28,68.0,71.5,Orthodox
3093545,Humberto Brown,1984-11-03,70.0,71.0,--
3093557,Hernani Perpetuo,1985-05-24,72.0,74.0,Orthodox
3093559,Marcin Tybura,1985-11-09,75.0,78.0,Orthodox
3093653,Sean Strickland,1991-02-27,73.0,76.0,Orthodox
3093741,Adam Wieczorek,1992-02-05,77.0,81.0,Orthodox
3094515,Joachim Christensen,1978-11-07,75.0,76.0,Orthodox
3094635,Abu Azaitar,1986-03-10,69.0,76.0,Orthodox
3095328,Li Jingliang,1988-03-20,72.0,71.5,Orthodox
3095666,Mirsad Bektic,1991-02-16,68.0,70.0,Orthodox
3096066,Alexis Dufresne,1990-08-31,69.0,68.5,Orthodox
3096278,Pawel Pawlak,1989-02-08,72.0,73.0,Orthodox
3096279,Tony Sims,1985-10-14,71.0,70.0,Southpaw
3096573,Luke Zachrich,1981-10-01,74.0,74.5,Orthodox
3096574,Chad Laprise,1986-07-23,70.0,71.0,Orthodox
3096577,Olivier Aubin-Mercier,1989-02-23,70.0,71.0,Southpaw
3096578,Elias Theodorou,1988-05-31,73.0,75.5,Orthodox
3096580,Vik Grujic,1977-02-06,72.0,73.0,Orthodox
3097030,Vanessa Melo,1988-03-27,65.0,67.0,Orthodox
3097808,Viktor Pesta,1990-07-15,76.0,77.0,Orthodox
3097954,Alex White,1988-10-22,72.0,71.0,Southpaw
3098604,Ray Borg,1993-08-04,64.0,63.0,Orthodox
3098802,Aaron Phillips,1989-08-05,69.0,71.0,Southpaw
3099049,Chris Indich,1987-04-22,70.0,73.0,--
3099050,Mike de la Torre,1986-09-22,72.0,71.0,Orthodox
3099070,Callan Potter,1984-06-09,72.0,72.0,Orthodox
3099187,Damon Jackson,1988-08-08,71.0,71.0,Switch
3099608,Nick Urso,1985-09-26,66.0,66.5,Southpaw
3099958,Charlie Ontiveros,1991-07-04,74.0,78.0,Switch
3099985,Paul Felder,1984-04-25,71.0,70.0,Orthodox
3099993,Mike King,,66.0,75.0,--
3102126,Cole Williams,1983-12-15,72.0,73.0,Orthodox
3102615,David Michaud,1988-11-10,69.0,71.0,Orthodox
3102702,Karolina Kowalkiewicz,1985-10-15,63.0,64.0,Orthodox
3103207,Christian Colombo,1980-07-01,77.0,80.5,Orthodox
3103727,Jake Lindsey,1986-06-21,71.0,72.5,Switch
3103864,Guilherme Vasconcelos,1986-03-23,72.0,74.0,Orthodox
3104468,Damien Brown,1984-12-25,70.0,68.5,Orthodox
3104553,Yusuke Kasuya,1989-11-16,67.0,67.0,Southpaw
3104555,Paul Redmond,1986-10-20,70.0,70.0,Orthodox
3104720,Pannie Kianzad,1991-12-08,67.0,66.0,Orthodox
3104724,Justin Jones,1987-09-06,71.0,,Orthodox
3104765,Teruto Ishihara,1991-07-23,67.0,69.0,Southpaw
3104854,Andrew Sanchez,1988-04-08,73.0,74.0,Orthodox
3105013,Niklas Backstrom,1989-08-22,72.0,74.0,Orthodox
3106171,Dashon Johnson,1988-01-25,69.0,70.5,Orthodox
3106310,James Moontasri,1988-04-10,70.0,71.0,Switch
3106617,Joanna Jedrzejczyk,1987-08-18,66.0,65.5,Orthodox
3108772,Antonio Carlos Jr.,1990-03-16,74.0,79.0,Orthodox
3108775,Warlley Alves,1991-01-04,71.0,72.0,Orthodox
3108776,Marcio Alexandre Jr.,1989-05-03,73.0,75.0,Southpaw
3108777,Richardson Moreira,1984-03-31,74.0,72.0,Orthodox
3108778,Ricardo Abreu,1984-04-27,71.0,,Orthodox
3108781,Wagner Silva,1987-02-07,72.0,,Orthodox
3108862,Alberto Uda,1984-08-08,75.0,77.5,Orthodox
3109134,Ian Entwistle,1986-11-19,69.0,64.0,Orthodox
3109135,Dan Hooker,1990-02-13,72.0,75.0,Switch
3110326,Roldan Sangcha'an,1990-12-04,65.0,65.0,Orthodox
3110330,Rodrigo de Lima,1992-05-19,69.0,,Orthodox
3110833,Matheus Scheffel,1992-11-04,74.0,76.0,Orthodox
3110836,Volkan Oezdemir,1989-09-19,74.0,75.0,Orthodox
3110849,Ryan Janes,1981-08-22,74.0,76.5,Orthodox
3111141,Valmir Lazaro,1985-08-15,72.0,73.0,Orthodox
3111338,Elias Garcia,1992-09-13,65.0,67.0,Southpaw
3111873,Tina Lahdemaki,1988-05-28,63.0,,Orthodox
3111927,Bryan Barberena,1989-05-03,72.0,72.5,Southpaw
3111997,Geoff Neal,1990-08-28,71.0,75.0,Southpaw
3112000,Tony Kelley,1987-01-21,69.0,70.0,Switch
3112007,Timur Valiev,1990-01-19,66.0,67.0,Orthodox
3112009,Justin Jaynes,1989-08-10,67.0,68.0,Orthodox
3112018,Eddie Gordon,1983-07-22,72.0,76.5,Orthodox
3112019,Patrick Walsh,1988-11-28,72.0,71.5,--
3112020,Corey Anderson,1989-09-22,75.0,79.0,Orthodox
3112021,Roger Zapata,1986-05-09,71.0,74.0,Southpaw
3112187,Patrick Holohan,1988-05-03,69.0,69.0,Orthodox
3112785,Martin Sano,1991-05-30,71.0,75.0,Orthodox
3113336,Rin Nakai,1986-10-22,61.0,60.5,Orthodox
3113693,Keith Berish,1985-11-14,72.0,73.5,Orthodox
3113694,Juan Puig,1989-04-23,72.0,72.0,Orthodox
3114141,Josh Stansbury,1984-11-19,74.0,74.0,Orthodox
3114203,Josh Copeland,1982-10-20,73.0,75.0,Orthodox
3114234,Victor Henry,1987-05-04,67.0,68.0,Switch
3114427,Leo Kuntz,1983-10-03,70.0,74.0,Orthodox
3114625,Davi Ramos,1986-11-05,66.0,70.0,Orthodox
3114626,Mehdi Baghdad,1985-04-13,73.0,75.0,Orthodox
3115841,Frank Camacho,1989-05-18,70.0,73.0,Orthodox
3115931,Angela Hill,1985-01-12,63.0,64.5,Orthodox
3115938,Chris Dempsey,1987-09-08,71.0,72.0,Orthodox
3115958,Hannah Cifers,1992-06-26,61.0,62.0,Orthodox
3115959,Sarah Alpar,1991-06-01,64.0,63.0,Southpaw
3117374,Marion Reneau,1977-06-20,66.0,68.0,Orthodox
3117376,Julia Avila,1988-05-11,67.0,68.0,Orthodox
3119811,Ray Rodriguez,1987-12-10,67.0,70.0,Orthodox
3120449,Rafael Alves,1990-11-14,68.0,68.0,Orthodox
3120454,Caio Bittencourt,1991-05-22,72.0,75.0,Orthodox
3120459,Victor Reyna,1986-08-05,71.0,74.0,Southpaw
3120896,Yao Zhikui,1991-02-07,67.0,64.5,Orthodox
3120897,Rocky Lee,1987-04-08,69.0,68.0,Orthodox
3120931,Jason Jackson,1990-10-30,73.0,79.0,Orthodox
3121961,Darrick Minner,1990-04-28,67.0,69.5,Orthodox
3122040,Boston Salmon,1990-11-20,69.0,68.0,Southpaw
3122041,Eric Shelton,1991-02-02,66.0,68.0,Orthodox
3122837,Matt Sayles,1994-02-21,67.0,68.5,Orthodox
3123194,Brian Camozzi,1991-06-24,74.0,78.0,Orthodox
3126373,Ulka Sasaki,1989-10-07,70.0,71.0,Southpaw
3127609,Marcin Bandel,1989-10-10,70.0,70.0,Orthodox
3127951,Teemu Packalen,1987-05-22,73.0,75.5,Orthodox
3127966,Dean Barry,1992-03-07,70.0,72.0,Orthodox
3128086,Jason Gonzalez,1990-02-28,74.0,74.0,Southpaw
3128221,Joby Sanchez,1991-06-24,66.0,68.0,Orthodox
3128373,Alejandro Perez,1989-09-02,66.0,67.0,Orthodox
3128474,Josh Wick,1994-10-04,69.0,69.0,Switch
3128853,Anthony Wint,1995-09-14,71.0,78.0,Orthodox
3129344,Kailin Curran,1991-04-11,63.0,65.0,Orthodox
3130180,Nolan Ticman,1988-05-17,66.0,69.0,Orthodox
3132040,Shinsho Anzai,1985-12-01,67.0,70.5,Orthodox
3132345,Khama Worthy,1986-10-15,71.0,74.0,Orthodox
3132513,Muslim Salikhov,1984-06-09,71.0,70.0,Orthodox
3133988,Larissa Pacheco,1994-09-07,66.0,69.0,Orthodox
3134018,Cain Carrizosa,1986-07-22,72.0,74.0,Orthodox
3136286,Irene Aldana,1988-03-26,69.0,68.5,Orthodox
3136287,Alexa Grasso,1993-08-09,65.0,66.0,Orthodox
3136288,Jinh Yu Frey,1985-05-20,63.0,65.0,Southpaw
3136289,JJ Aldrich,1992-09-29,65.0,67.5,Southpaw
3136321,Carl Deaton,1989-11-24,67.0,69.0,Orthodox
3140871,Tom Breese,1991-09-26,75.0,73.5,Southpaw
3146345,Emiliano Sordi,1991-02-15,74.0,77.0,Orthodox
3146349,Carlos Leal,1994-05-04,71.0,74.0,Orthodox
3146944,Johnny Walker,1992-03-30,78.0,82.0,Orthodox
3147329,Daniel Kelly,1977-10-31,72.0,70.5,Southpaw
3147489,Vince Murdock,1991-03-21,66.0,66.0,Orthodox
3150679,Jocelyn Jones-Lybarger,1985-10-04,67.0,64.5,Orthodox
3150680,Dan Moret,1986-11-21,72.0,72.5,Southpaw
3150681,Jordan Griffin,1990-02-28,70.0,73.0,Southpaw
3151289,Song Yadong,1997-12-02,68.0,67.0,Orthodox
3151934,Taylor Lapilus,1992-04-08,66.0,73.0,Southpaw
3151939,Magomed Bibulatov,1988-08-22,65.0,65.5,Orthodox
3152189,Jamelle Jones,1988-01-31,72.0,75.0,Orthodox
3152443,Bartosz Fabinski,1986-04-26,72.0,75.0,Orthodox
3152929,Leon Edwards,1991-08-25,74.0,74.0,Southpaw
3153106,Andrea Lee,1989-02-11,66.0,69.5,Orthodox
3153108,Jamie Moyle,1989-03-17,61.0,65.0,Orthodox
3153109,Kelly Velasco,,69.0,,Orthodox
3153125,Charles Rosa,1986-08-24,69.0,69.0,Switch
3153151,Curtis Millender,1987-12-01,74.0,78.0,Orthodox
3153210,Antonio Dos Santos,1988-07-21,70.0,72.0,Orthodox
3153248,Chris Kelades,1981-02-21,67.0,68.0,Orthodox
3153250,Malcolm Gordon,1990-05-19,67.0,71.0,Switch
3154228,Jose Quiñonez,1990-07-28,68.0,69.0,Southpaw
3154389,Alatengheili,1991-12-14,65.0,66.0,Orthodox
3154673,Nad Narimani,1987-04-14,68.0,70.0,Orthodox
3154766,Gustavo Lopez,1989-06-27,65.0,67.0,Orthodox
3154860,Jared Cannonier,1984-03-16,71.0,77.5,Switch
3154884,Maurice Greene,1986-07-05,79.0,81.0,Orthodox
3154898,Yana Santos,1989-11-11,66.0,68.0,Orthodox
3154908,Rachael Ostovich,1991-02-25,63.0,62.0,Orthodox
3155410,Diego Rivas,1991-11-11,68.0,69.0,Orthodox
3155411,Rodolfo Rubio,1987-01-29,65.0,66.0,Orthodox
3155420,Yair Rodriguez,1992-10-06,71.0,71.0,Orthodox
3155422,Marco Beltran,1986-05-18,68.0,69.5,Orthodox
3155423,Leonardo Morales,1992-12-22,71.0,68.0,Southpaw
3155424,Marlon Vera,1992-12-02,68.0,70.5,Switch
3155425,Alex Perez,1992-03-21,66.0,65.5,Orthodox
3155846,Ji Yeon Kim,1989-10-18,67.0,72.0,Orthodox
3155862,Marcin Wrzosek,1987-10-14,69.0,,--
3156509,Jorge de Oliveira,1985-12-31,70.0,71.0,Orthodox
3156514,Craig White,1990-07-01,74.0,76.0,Orthodox
3156612,Jiří Procházka,1992-10-14,75.0,80.0,Orthodox
3157441,Lina Lansberg,1982-03-13,67.0,65.5,Orthodox
3157454,Julija Stoliarenko,1993-04-08,67.0,66.0,Orthodox
3157919,Masio Fullen,1986-10-06,70.0,70.0,Orthodox
3157943,Alex Torres,1988-05-29,68.0,70.0,Orthodox
3157944,Fredy Serrano,1979-09-22,63.0,65.5,Orthodox
3157945,Bentley Syler,1982-12-22,64.0,68.0,Orthodox
3159585,Jonathan Wilson,1987-07-17,73.0,75.0,Southpaw
3161786,David Zawada,1990-08-01,72.0,75.0,Orthodox
3162028,Khadzhi Bestaev,1988-07-16,77.0,76.0,--
3162105,Makwan Amirkhani,1988-11-08,70.0,72.0,Southpaw
3162581,Oscar Cota,1984-10-15,74.0,72.0,Orthodox
3162792,Wulijiburen,1990-03-01,69.0,69.0,Orthodox
3163637,Cody Garbrandt,1991-07-07,68.0,65.5,Orthodox
3163772,Chris Padilla,1995-09-14,69.0,74.0,Orthodox
3164008,Luis Henrique,1993-08-21,74.0,74.0,Orthodox
3164030,Calvin Kattar,1988-03-26,71.0,72.0,Orthodox
3164050,Tom Duquesnoy,1993-06-21,67.0,68.0,Orthodox
3164449,Donavon Frelow,1985-01-20,66.0,64.0,Orthodox
3165010,Hakeem Dawodu,1991-07-02,68.0,73.5,Orthodox
3165120,Mike Malott,1991-11-07,73.0,73.0,Orthodox
3165523,Tim Johnson,1985-03-13,75.0,78.0,Southpaw
3166073,Garreth McLellan,1982-01-09,72.0,72.0,Southpaw
3166126,Dricus Du Plessis,1994-01-14,73.0,76.0,Switch
3167160,Aspen Ladd,1995-03-01,66.0,66.0,Orthodox
3167314,Levan Makashvili,1989-01-07,68.0,68.5,Orthodox
3170347,Taila Santos,1993-06-22,66.0,67.5,Orthodox
3170348,Maia Stevenson,1982-03-19,64.0,62.5,Orthodox
3171474,Andreas Michailidis,1988-07-18,72.0,76.0,Orthodox
3172112,Belal Muhammad,1988-07-09,71.0,72.0,Orthodox
3172620,Jonavin Webb,1989-04-28,70.0,71.0,Orthodox
3249894,Carlos Hernandez,1993-10-25,68.0,67.0,Orthodox
3250441,Randy Costa,1994-07-06,69.0,73.0,Switch
3254940,Garrett Gross,1988-08-08,69.0,69.0,Orthodox
3264073,Michael McBride,1986-03-09,73.0,75.0,Orthodox
3281606,Maryna Moroz,1991-09-08,67.0,67.0,Orthodox
3309918,Karine Silva,1993-12-02,65.0,67.0,Orthodox
3332412,Islam Makhachev,1991-10-27,70.0,70.5,Southpaw
3347074,Bobby Moffett,1990-06-01,70.0,74.0,Orthodox
3347172,Izabela Badurek,1991-07-11,64.0,,Orthodox
3417396,Alex Oliveira,1988-02-21,71.0,76.0,Orthodox
3509230,Rashad Coulter,1981-11-27,72.0,76.0,Orthodox
3571515,Ricardo Ramos,1995-08-01,69.0,72.0,Orthodox
3599515,Livinha Souza,1991-03-11,63.0,63.0,Orthodox
3611366,Te Edwards,1990-09-11,68.0,72.0,Orthodox
3676024,Sijara Eubanks,1985-04-27,64.0,67.0,Orthodox
3722422,Tai Tuivasa,1993-03-16,74.0,75.0,Southpaw
3722431,Jason Novelli,1979-06-08,72.0,75.5,Orthodox
3728368,Damian Stasiak,1990-02-20,68.0,70.0,Orthodox
3734391,Mike Grundy,1987-01-03,67.0,72.0,Orthodox
3821549,Nate Landwehr,1988-06-06,69.0,72.0,Orthodox
3887344,Magomed Mustafaev,1988-08-02,68.0,71.0,Orthodox
3887606,Ryan Spann,1991-08-24,77.0,79.0,Orthodox
3890629,Danny Chavez,1987-03-14,68.0,67.0,Orthodox
3890654,Michael Graves,1991-01-08,70.0,71.0,Orthodox
3892370,Augusto Mendes,1983-03-03,66.0,65.0,Orthodox
3892462,Wang Guan,1986-03-14,69.0,71.0,Orthodox
3892475,Rolando Dy,1991-08-11,69.0,69.5,Orthodox
3894823,Jared Gordon,1988-09-06,69.0,68.0,Orthodox
3895515,Abubakar Nurmagomedov,1989-11-13,71.0,72.0,Orthodox
3895524,Thanh Le,1985-08-28,69.0,74.5,Orthodox
3895527,Jhonoven Pati,1990-04-29,73.0,75.0,Switch
3895544,Bruno Silva,1990-03-16,64.0,65.0,Orthodox
3895652,Ericka Almeida,1989-03-05,65.0,68.5,Orthodox
3896920,Henrique Shiguemoto,1989-06-22,71.0,72.0,Orthodox
3896934,Jafel Filho,1993-05-05,67.0,68.5,Orthodox
3896935,Bruno Korea,1991-06-28,66.0,65.0,--
3897005,Joaquim Silva,1989-02-05,68.0,69.0,Southpaw
3897220,Rico Farrington,1989-06-19,76.0,79.0,Southpaw
3897242,Nikolas Motta,1993-02-08,69.0,70.0,Orthodox
3897436,Darren Till,1992-12-24,72.0,74.5,Southpaw
3900088,Billy Quarantillo,1988-12-08,70.0,70.0,Orthodox
3900464,Augusto Sakai,1991-05-09,75.0,77.0,Orthodox
3901006,Fernando Bruno,1982-02-24,66.0,70.0,--
3901011,Carlston Harris,1987-07-09,72.0,76.0,Orthodox
3901014,Enrique Barzola,1989-04-28,67.0,70.0,Orthodox
3901117,Glaico Franca,1991-02-28,72.0,77.0,Orthodox
3902098,Arnold Allen,1994-01-22,68.0,70.0,Southpaw
